,Clean_Text,label
23858,good morning took longest shower ive taken life like   min shower woah lol,1
743,cant relate relatable depression jokes atm manic bitches wheres relatable inappropriately excited chaotic content reaction images im drawing  pics simultaneously am thinking dumb shit buy mood,0
34437,werent quotpickyquot precise find interesting talk,1
34184,gonna guest lecture tomorrow  pes mandya opengl,1
17530,tried yesterday said,2
22,time stretch endlessly youre trapped grip depression day blending,0
13228,win raffles raffle  dulce culture crawl win tie pocketsquare  handbag,2
9067,haha itll gross time comes tell yum vancouver malay spot soon indian,1
2234,black dog depression httpsbufflyiyfwxc bigdata leadership,0
31930,headed venue bbl,2
20198,yes yes networking whore fullestand girl rih,1
6532,hi ya twittsso leaving sat morning txsad guess gotta find job nowif atlanta needs great designer,2
34592,bitches miss,1
17608,httptwitpiccomuc awww shame flued apparently realllly good stuff good luck f,1
23991,thank like leave comment subscribe chicago great musical thanks support,1
16102,great pichave upload pix tomoive laptop tonight,1
1251,stages grief  denial anger bargaining  depression acceptanceim number  avengersinfinitywar,0
25617,oh okay cool,1
25224,good morning france zaccie,1
7476,outside  hour sun bloody hot tan wait monday spend  hours outside ,1
23716,time online club owner ean golden video hahaha i fan mention,2
392,depression anxiety fucking suck working,0
27008,awesome day school,1
26072,c nice wouldnt fun,1
28274,yeah twitter,1
23187,diggin moustachio looking good daddio,2
31353,haha humor makes happy,1
18864,thats speaks college think stick unzelaif hashim dosnt shoot,2
6490,degree tear happy moment httpmypictmezpf,1
37224,mmm hmmm big big bro crush david knight,2
30459,happy attending kenduri eat yummy stuffs behalf ya,1
1804,poor recognition depression anxiety associated reduced quality life survival cancer httpswwwbmjcomcontentbmjk ,0
26236,httptwitpiccomgemf definitely appreciate simple things day,1
36699,decorated moms room asleep mothers day shell wake banner balloons woo,1
27883,goodmorning,1
39802,hungover hungover amp dont know think new superpower la whalen home xxx,1
38309,omg best roast im haha,1
30309,pik hair braid scrub relaxxxx tonight fun,1
22908,hurray quotsummertimequot starts today meaning work  pm instead  august yay,1
29512,ahhhhh away yay fav song,1
21154,chilln babez,1
36880,fantastic weekend hairdressers stylish luncheons amp fabulous girlie night wine cheeses amp chocolatesand dancing till morning,1
39448,fuckeddamn lucas czech republic beer tastes like heaven bottle amazing,1
18392,fault leaving flipflops outside locker swimming usf koret oh want em rimt,2
32474,prolly going jamba juice thirty minutes shop awhile hit airport daddddd,1
32183,got home dinner mommy new grandma id hollywood right,1
25183,im tune words today thanks,1
24863,good morning broham,1
38994,nice euruko pictures httptwurlccxd big screen conference break,1
2189,question depression anymore cuz ill minute terrible day comes n wonder couldve questioned,0
29474,mom came home finally got guitar strap yay,1
22113,saw im freakin starving right im thinking peanut butter fudge ice creamamp steak course,1
33483,thanks,1
25229,happy anniversary hoping best,1
20612,love finding regional groups twitterers glad connect new people,1
23772,hahaha tv isnt thing anywayi music girl,1
28535,enter s individual ssnitin ein according apple hurray,1
36489,fun daisys mexican fiesta,1
25106,th force etc youve got know star wars appreciate,1
15058,desperately seeking tickets tonight amp dont understand cruel people selling ,2
37850,air celebrating ur mum working la starbucks mum hometown delay till week,2
16069,lol thats special kind magic  special discovery think nessie died,1
28306,good luck day,1
1510,augmentedmentalhealth unmatched escalator fluid access mental health care httpsbufflyhukfg mentalhealth insurtech depression healthcare mentalhealthprograms pictwittercomssnsdlnh,0
1512,stock market worst second quarter great depression httpfortunecomstockmarketnyseworstsecondquarterdepression ,0
33704,goodnight happy mothers day mothers,1
34415,yay mark issues tooyoull find lot issues lmao,1
36998,good night time mimmiz,1
32863,happpppy mothers day,1
698,la need lemon tree,1
33745,nai nai baby haha didnt know twitter oh,1
32391,okay thanks,1
2059,park bom crazypark bom deals depressionpark bom wrong ,0
32561,hey look whos twitter kewl,2
14639,omg want beach,1
807,supposed revise business forgot swap economics book business book library guess ill spend time watching vine compilations cure depression,0
30021,hi ya demi im glad ur httptwitpiccomvuuy personally love picture haha,1
25734,im  reagan con according quiz httpquizfarmcomrunphpquizrunner,1
853,depression sucks,0
31357,inner desire isle middle mediterranean soak sun good night dream inner desire,1
14915,maaaan way nice outside working,1
39468,want quottoo fast transport  secondsquot,1
8736,spent hour morning going yearbooks senior started harleton speech boring,2
37099,wow morning  hrs ding dong breakfastservice surprise marjoleine guido dirk mothersdaymother hapy father,2
23567,hehe found wikipedia page movie lastfm confirms thank httpisgdiprr,1
2613,wow year today luc bourdon killed doesnt long ago,2
37180,cool night fits,1
38223,hi simon im new thought id tell jimmy carr tweeted star trek movie,2
39674,hey mates came home beach im hella tired hour ride,1
30630,elope cant wait pictures dress breath taking,1
735,hate depression flares personally like cmon got shit stop making weepy depressed asshole,0
24296,yeah better sorry cant believe kiss sass,2
36624,like reals time guys ha gnight amp happy birthday kid,1
5351,read follows quotim whatd yes simple miss dicks quot,2
31171,like simpsons thats like asking quotso like breathingquot,1
29096,,2
23757,book signings manchester nice people enjoy week,1
35479,alternate quotbacon maryquot quotbloody piggyquot  i boyfriend credit idea,2
18672,going away party ambers road trip tomorrow,1
22764,food cupboards sent mum tesco,2
12977,quothow know mequot quiz day took pics yday fb xx,1
606,bill compton wii cant twitter,2
37698,bread oven room cleaned things list today,2
23296,news roomhowever audio turn grabbed tea looking forward  rain,2
38436,hehe funny the midget thing cheer alex wave germany right spain,1
37743,fine thanks guys dont quakes,1
30222,gave homeless lady named ruby ice cream sandwich cigarette gd deed day p,1
26901,fun twitpic purple hair,1
9258,sctest,2
763,old post catch up sinking hate depression httprvivlysfkmze,0
30063,eagles saturday nights better,1
29747,aha seewill,1
26128,hungoverstill bed duvet day day thinks ooh start desperate housewives watch new dvds richard xx,2
147,depression steals motivation drive making difficult pursue passions dreams,0
36554,good time flapataco,1
21578,httpslingalinkcomevice daughters kindergarden,1
33943,finally dinner party fun alice wine proposedwere getting married week th ,1
976,opinion fool facts deals addiction daily bi polar disorder panic anxiety depression sympathy,0
37819,working moms mothers day giftshh slideshow,1
22868,italy greece love italian men hehe ,1
25615,httpwwwthinkgeekcombooksnonfictionb lt maybe time,1
23353,funny,1
22226,cant wait home let sun shine warm frozen bones,1
28534,time baby bye bye tweeters,1
3171,ucler got  big ones mouth,2
37762,rsvped qiuqius wedding invitation,1
1526,dont sad glad ,1
24600,got work day great boss,1
78,weight depression presses making hard breathe im crushed inside,0
15257,customers told gf ran dog today sad,2
32396,ok hit point relaxation heading bed sleep happy mothers day moms night,1
37551,fabulous combination till arrives b bill comes fun chatting good sunday,1
37714,efteling great nice time family dinner forget keys car hmmm bless anwb germany,1
33477,good nite everybody ltbaby boygt,1
31041,pens gino wins pens,1
843,wow hurt way worse thought,2
15541,dont understand hes,2
25271,raining,1
24497,happy star wars day celebrate family ok celebrating going round famos,1
33021,want cookies breakfast luckily im adult,1
35090,push amazing,1
23564,haha yeah think bit,1
32648,hot cuppa coffee milk amp fortified monins irish coffee syrup bliss,1
1067,im sorry thats truly case mental health different person damn research know homicidal tendencies relate depression way,0
919,fight depression loneliness crime docs thanks golden state scum im watching horrific things becausei know murder shows alleviate anxiety depression maybe makes feel like detective maybe miss robert stack,0
32592,fun flashy fed hillim sure youre imported cheeto eating ass fit lol,1
38359,amazing night girls,1
25691,im sure today maybe tomorrow,1
19835,contand goes waste likes stale sweets reminds cute song called stale cupcakes lol,1
37590,love charge,1
30584,yeah getting point need new phone gonna happen real soon,1
23014,think way god works tremendously amazing possible card holder lost,2
7211,sadness air school got awards,2
31861,yay block party youre bomb blockheads lt dave thanks supporting nkotb,2
30578,welcoming cimmarongirl im proud,1
30269,fun chels nicole cried watching benjamin button exciting night,1
24281,nawill turns odd nugget wisdom,1
36433,happy mothers day god mothers step mothers,1
38738,maybe wednesday,2
38606,tilaaa feel special haha haters days,1
27740,putting  new consultants work week good feeling congrats offers,1
37649,wow cute pic,2
16392,told mom quotcan watch upquot said quotokquot little know thought asked quotwhats upquot looks like free friday,2
39693,boss night,1
17367,crisis averted phew different note guys making proud tear wish joined,1
34119,poetry event success dont think thought poetry connect heartache universal,2
37665,greys anatomy fuckn awesome atm,1
35531,dont think ive early sunday bigweekend awaits,1
1270,hate feeling like im sinking depression sucks especially  million things piled ,0
163,im tired constant battle negative thoughts plague mind im fighting losing war,0
37210,oh yeah grill outits bbq tonight house,1
37051,goodnight twitterworld ill tweet yall later goodnight j,1
38794,happy mothers day tell ur mom thats awesome madre amp great example archuleta familia,2
39764,good morning peoplee looks like going nice day today better week raining ,1
12707,talk isnt good idea im going buy gift friend  mins,2
21556,place boring ugggggg,2
1980,friday reminding day,2
33756, sober brittneys becky brit lt,2
28184,wow awesome review carry laminate read downjust plain cool,1
15733,coming socket feel like phones hole virgin thats loose ,2
26706,good morning tis rainy monday morningblahhh,1
29915,omg love parents juss got lavender camera early birthday present,2
27211,aaaah old  share mutual fate friend ,2
23816,awww man suck big time look way gives look forward nice long ride,1
35050,happy mothers day,2
10106,hanging bff today ya ya old friend prayers hope experience helps,1
8188,ok cause orange open whew scared sorry closed,2
21303,hah saw wolverine night die happy got things moy,1
32873,time sleep am night happy mothers day moms,1
13051,looked cute,1
560,wonder mnet,2
7712,hahahha lol true remember bd remember date day,1
39146,couldnt resist httpblipfmzv,1
26864,hey robluketic live gt httpustreamwv,1
25747,universal treat,2
35094,thing demands lot time anyways gotta breakfast watch narutos latest episode,1
36764,wow thats star trek cool,1
22295,arent randoms love star wars day didnt realise cant believe,1
1155,yea confirmed game patched lol guess youll help tomorrow ,2
6765,alright babes gtlt boo im gonna leave agaiiiiin,2
